SUBTOTAL,PARTIDA PRESUPUESTAL
16.38,2485-003
34.8,2285-003
1173.0,2394-033
1112.0,2394-033
1112.0,2394-033
7034.49,2494-003
1146.55,2494-071
620.69,2494-019
29.74,2385-003
1160.0,2494-067
900.0,2494-067
1550.0,2494-035
322.41,2494-019
228.45,2311-003
523.8,2285-003
31.04,2494-019
1084.48,2494-035
554.74,2494-031
450.0,2394-021
2278.02,2311-003
137.07,2285-003
900.0,2494-031
396.0,2494-019
1170.0,2494-019
2028.41,2394-005
584.74,2594-003
758.58,2794-003
2158.62,2794-003
541.37,2794-003
4656.05,2794-003
1406.22,2794-003
688.79,2794-003
3100.0,2794-003
473.28,2794-003
1808.62,2794-003
602.59,2794-003
1206.03,2794-003
2844.83,2794-003
517.24,2794-003
1839.65,2794-003
6715.53,2794-003
86.12,2794-003
9374.83,2794-003
1893.97,2794-003
1396.57,2794-003
422.41,2794-003
1900.86,2794-003
2525.0,2794-003
2025.86,2794-003
1489.66,2794-003
171.55,2794-003
602.59,2794-003
396.0,2794-003
50.86,2794-003
1161.21,2794-003
1212.93,2794-003
86.12,2794-003
3793.1,2794-003
1550.0,2794-003
430.17,2794-003
1681.03,2794-003
700.0,2794-003
1119.83,2794-003
1033.79,2794-003
1119.83,2794-003
559.48,2794-003
172.42,2794-003
343.97,2794-003
6374.14,2794-003
886.21,2794-003
51.72,2794-003
25.86,2794-003
77.59,2794-003
482.07,2794-003
515.52,2794-003
774.14,2794-003
861.21,2794-003
1067.23,2794-003
775.0,2794-003
369.83,2794-003
2037.07,2794-003
8.62,2794-003
51.72,2794-003
94.83,2794-003
60.0,2794-003
60.0,2794-003
35.0,2794-003
10.0,2794-003
25.0,2794-003
1162.07,7080-003
141.21,7080-003
4143.56,1630-025
3696.0,2080-003
56.7,2080-003
34.22,7038-009
34.22,7038-009
10.0,3629-003
10.0,3629-003
18.0,3412-138
1724.14,3629-006
603.45,3629-006
1103.45,3442-015
378.45,3412-138
157.71,2080-003
456.89,3442-015
173.03,3632-004
3340.52,3401-042
114.66,3629-003
114.66,3629-003
2783.67,3401-042
556.9,3629-003
157.76,3629-003
284.48,3401-042
396.55,3401-042
1077.59,3410-012
571.47,3401-042
113.36,2080-003
167.16,2080-003
6116.38,2080-003
898.72,2080-003
146.55,3442-015
400.0,2623-003
34.22,7038-009
465.0,3632-019
27.0,3412-138
27.0,3412-138
390.0,3632-019
34.22,7038-009
856.5,7050-005
39.0,3632-019
319.0,3410-012
-169777.12,Petty Cash & Floats
-32950.0,Debtor
8400.0,2009-008
11433.33,2009-009
17000.0,2009-013
34000.0,2009-014
13125.0,4180-003
240000.0,1401-011
240000.0,1401-011
10500.0,1642-012
9000.0,1642-013
60480.0,1401-036
26800.0,2311-005
10000.0,2494-071
40000.0,2494-047
56085.0,2494-007
600.0,2494-071
9900.0,2494-023
2550.0,2494-023
3300.0,4180-003
9980.36,1301-004
6255.0,1301-006
666.68,1301-007
12475.45,1301-012
2495.09,1301-013
11676.0,1301-014
2000.04,1301-015
2495.09,1302-005
3680.34,1302-006
333.34,1302-008
22082.04,1401-003
3680.34,1401-006
6564.16,1401-007
22082.04,1401-012
3680.34,1401-015
6974.42,1401-016
23574.01,1401-021
3680.34,1401-024
16410.0,1401-025
22082.04,1401-030
3680.34,1401-031
12307.5,1401-032
22082.04,1401-037
3680.34,1401-038
1312.8,1401-039
18401.7,1401-058
3680.34,1401-059
3692.34,1401-060
4500.84,1401-066
22082.04,1401-076
3680.34,1401-077
11041.02,1403-003
10964.64,1403-024
7309.76,1403-052
841.66,1403-054
7360.68,1403-059
6564.0,1403-061
7360.68,1403-066
7360.68,1403-073
3654.88,1404-006
1711.01,1406-004
10266.06,1406-005
14296.5,1406-006
7360.68,1410-009
820.52,1410-011
7360.68,1410-022
820.52,1410-024
169673.93,1499-001
2092.26,1499-001
2100.0,1413-016
2100.0,1413-020
2100.0,1413-028
9200.0,1413-024
60000.0,1401-011
60000.0,1401-011
1465.52,3498-003
41000.0,3412-132
300000.0,3412-087
25000.0,3412-091
9880.0,2494-015
5750.0,2494-023
4625.1,2594-003
3250.33,2494-023
4000.0,2394-009
18850.0,2394-009
1600.0,2594-003
34489.29,3410-003
34489.28,3410-003
34489.28,3410-013
34489.28,3410-005
34489.28,3410-006
34489.28,3410-007
34489.28,3410-008
34489.28,3410-013
34489.28,3410-013
775.87,2495-021
38400.0,1621-003
10000.0,4180-003
1000.0,4180-003
36000.0,3220-019
9000.0,3220-007
28000.0,3220-015
30000.0,3220-007
36000.0,3220-007
1000.0,3220-007
267000.0,3220-003
11000.0,4180-003
150000.0,3412-071
7000.0,3412-071
70000.0,3412-023
7000.0,3110-003
180000.0,1201-009
117000.0,1287-011
91000.0,1287-012
112000.0,1287-013
50400.0,3807-003
84000.0,3807-007
152000.0,3807-011
152000.0,3807-012
96000.0,6102-003
10000.0,5001-003
475000.0,5001-004
288000.0,5001-008
281750.0,5001-012
288000.0,5001-016
6250.0,5001-022
180500.0,5002-003
150000.0,5002-007
105000.0,5002-011
3000.0,5011-003
187200.0,5011-004
140000.0,5101-003
10000.0,5105-003
264000.0,5105-004
252000.0,5201-003
126000.0,5201-008
126000.0,5201-013
108000.0,5201-017
56000.0,5202-003
126000.0,5203-003
250000.0,5207-003
103000.0,5222-009
29757.77,6101-013
100000.0,6101-003
10000.0,6101-013
70000.0,6101-008
20000.0,6101-009
15984.47,6101-013
47500.0,2601-003
14400.0,2601-007
12000.0,2602-009
800.0,2602-011
36100.0,2602-019
33600.0,2602-021
34000.0,2602-022
42700.0,2602-022
8300.0,3193-090
73600.0,2103-004
22250.0,2794-003
48600.0,2080-003
221760.0,1401-002
1034.5,3901-049
4262.53,3901-033
4245.52,1620-003
5184.31,1620-003
356.78,1620-003
8660.07,1620-003
7190.24,1620-003
7190.24,3901-004
1430.0,3901-048
232.76,3901-048
259.48,3901-048
350.0,1640-009
4755.0,1640-009
564.0,1640-009
645.0,1640-009
991.0,1640-009
3710.57,3901-048
2181.81,3901-043
905.19,3901-048
1812.12,3901-048
3148.42,3901-048
224.3,3901-048
3445.11,3901-048
814.66,3901-051
7690.56,3901-048
7449.72,1640-009
9110.93,1640-009
17346.28,1620-003
16026.83,3901-049
9601.73,2794-003
1118.96,2794-003
173.28,2794-003
7407.77,2794-003
6512.07,2794-003
989.66,2794-003
168.96,2794-003
25.0,2794-003
779.33,2794-003
536.23,2794-003
1725.0,2794-003
38.79,2794-003
1290.18,2794-003
517.76,2794-003
25.86,2794-003
129.31,2794-003
51.72,2794-003
30.17,2794-003
25.86,2794-003
1937.93,2794-003
1722.42,2794-003
1723.28,2794-003
460.69,2794-003
150.86,2794-003
51.72,2794-003
60.35,2794-003
25.0,2794-003
87.0,2794-003
37.0,2794-003
75.0,2794-003
50.0,2794-003
50.0,2794-003
25.0,2794-003
75.0,2794-003
37.0,2794-003
37.0,2794-003
87.0,2794-003
30.0,2794-003
90.0,2794-003
85.0,2794-003
63.0,2794-003
150.0,2794-003
1335.34,2794-003
1247.5,2794-003
348.36,2794-003
1236.22,2794-003
171.55,2794-003
1377.58,2794-003
868.1,2794-003
1719.83,2794-003
59.48,2794-003
4651.73,2794-003
731.9,2794-003
1538.91,2794-003
1557.76,2794-003
1119.83,2794-003
211.2,2794-003
256.9,2794-003
613.02,2794-003
430.17,2794-003
85.34,2794-003
239.65,2794-003
323.06,2794-003
93.59,2794-003
8012.93,2794-003
343.97,2794-003
3101.38,2794-003
3049.14,2794-003
403.45,2794-003
688.79,2794-003
1119.83,2794-003
1119.83,2794-003
861.21,2794-003
963.79,2794-003
3588.7,2794-003
2594.22,2794-003
2592.42,2794-003
1075.87,2794-003
1032.76,2794-003
3956.9,2794-003
418.97,2794-003
256.9,2794-003
162.93,2794-003
325.0,2794-003
3961.21,2794-003
171.55,2794-003
4309.49,2794-003
3706.04,2794-003
602.59,2794-003
6108.62,2794-003
3016.38,2794-003
1069.68,2494-003
3500.0,2494-003
540.0,2494-031
824.14,2494-003
240.0,2494-019
174.4,2494-003
273.28,2494-003
1091.08,2494-003
603.36,2494-003
103.4,2494-003
646.55,2494-003
17.23,2494-003
754.72,2494-003
615.51,2494-003
818.97,2494-003
1208.61,2494-003
1654.29,2494-003
343.97,2494-003
206.03,2494-003
515.52,2494-003
3396.25,2394-013
3594.83,2485-003
256.9,2494-003
1824.73,2494-015
1480.86,2394-025
1275.86,2494-071
2429.31,2494-007
462.07,2494-007
619.83,2494-007
61.64,2494-007
504.31,2285-003
625.0,2385-003
834.08,2385-003
455.17,2394-073
775.0,2385-003
531.0,2494-071
5901.38,2394-009
200.0,2494-031
190.0,2494-019
705.17,2494-003
413.52,2285-003
2765.0,2494-015
2781.72,2394-021
1620.69,2494-007
4074.15,2494-007
1930.43,2494-007
13.36,2494-007
5741.49,2494-007
420.69,2494-015
2239.66,2494-007
6300.0,2394-005
1522.41,2494-031
3103.28,2494-003
3411.21,2494-031
1200.0,2494-031
881.0,2494-031
1150.0,2494-031
375.0,2494-003
107.64,2494-031
440.0,2494-031
741.37,2385-003
1557.76,2385-003
168.1,2311-003
734.48,2311-003
137.93,2385-003
963.84,2494-003
1015.0,2494-003
2579.31,2385-003
1094.83,2494-003
3083.44,2311-003
455.17,2385-003
7754.48,2494-003
52.0,2494-003
95.0,2494-003
6546.23,1641-008
862.07,3629-006
13.16,7080-003
1680.17,7080-003
730.17,3410-012
478.02,3410-012
30.74,7038-009
537.93,3410-013
470.69,3629-003
88.79,3629-003
1293.1,7080-003
5222.41,3401-042
10.34,3629-003
42.0,3401-042
57.0,3401-042
91.98,3442-015
193.96,3401-042
1885.35,7080-003
646.38,7080-003
401.15,3401-042
46.55,3629-003
1198.28,3401-042
46.55,3629-003
97.61,3410-012
950.0,7080-003
1294.83,7080-003
706.03,7080-003
1120.69,3629-006
1120.69,3629-006
499.5,3410-012
62.0,3629-003
62.0,3629-003
68.0,3629-003
105.0,3629-003
27.0,3412-138
65.0,3412-138
910.0,3401-042
22.5,3401-042
139.0,3401-042
163.78,3904-003
128.23,3904-003
377.44,3904-003
74.78,3904-003
28.88,3904-003
28.88,3904-003
46.72,3904-003
49.84,3904-003
51.67,3904-003
60.28,3904-003
77.53,3904-003
97.49,3904-003
117.04,3904-003
129.3,3904-003
150.17,3904-003
155.11,3904-003
195.79,3904-003
94.79,3904-003
189.64,3904-003
37.54,3904-003
391.77,3904-003
306.15,3904-003
86.16,3904-003
189.65,3904-003
138.73,3904-003
126.12,3904-003
60.28,3904-003
86.17,3904-003
75.86,3904-003
109.34,3904-003
146.52,3904-003
43.02,3904-003
83.62,3904-003
51.67,3904-003
128.45,2808-003
138.79,2808-003
35.34,2808-003
602.59,2808-003
1993.29,2808-003
876.96,2808-003
418.3,2808-003
1180.17,2808-003
204.31,2808-003
1755.53,2494-003
110.34,2494-003
6762.5,2494-003
3300.0,2494-003
5861.34,2494-003
1089.62,2494-059
1950.0,2494-003
652.5,2385-003
579.39,2494-015
358.0,2494-015
165.52,2385-003
82.06,2285-003
86.12,2285-003
115.5,2485-003
54.0,2285-003
455.0,2494-015
1300.0,2494-007
500.0,2494-003
103.38,2285-003
60.34,2285-003
94.74,2285-003
1130.17,2311-003
773.71,2494-015
100.86,2494-071
8309.13,2494-003
3332.76,2494-003
9051.12,2494-007
3447.93,2494-003
645.69,2494-003
386.21,2494-003
68.95,2494-003
1318.23,2494-003
1283.62,2494-003
4322.41,2494-003
869.82,2285-003
49.0,2285-003
1757.16,2494-003
477.59,2485-003
521.81,2494-003
2667.16,2494-007
431.76,2494-071
481.07,2285-003
111.21,2485-003
1723.28,2494-007
169.0,2494-003
45.0,2494-003
482.88,2494-019
90.0,2494-019
215.52,2494-071
17.24,2494-003
1030.52,2394-073
712.55,2311-003
14588.8,2494-003
2668.96,2494-007
7155.17,2494-015
264.66,2485-003
64.66,2485-003
138.79,2485-003
234.49,2485-003
215.52,2494-007
400.0,2585-003
429.68,2494-071
619.83,2494-003
969.0,2485-003
693.6,2485-003
566.38,2494-003
1500.0,2594-003
2688.44,2794-003
3023.45,2794-003
3514.05,2794-003
905.17,2794-003
1289.65,2794-003
550.86,2794-003
1637.07,2794-003
35.34,2794-003
-567400.26,Petty Cash & Floats
-69600.0,Debtor
7775.69,3901-048
16250.0,3410-013
80000.0,3412-067
21622459.65,Income (Funding)
3459593.54,Income (Funding) IVA
34489.29,3410-003
34489.29,3410-003
34489.29,3410-013
34489.29,3410-005
34489.29,3410-006
34489.29,3410-007
34489.29,3410-008
34489.29,3410-018
34489.29,3410-013
40100.0,3193-099
49000.0,3193-101
52500.0,3193-103
49000.0,3193-104
153500.0,3193-105
5000.0,3193-106
63400.0,3193-107
16000.0,3201-004
14000.0,3201-007
14000.0,3201-015
25000.0,3193-117
286000.0,3193-115
12385.8,3193-115
5770.0,3110-003
19000.0,3305-003
20000.0,3305-004
4500.0,3305-005
12000.0,3305-006
32000.0,3305-011
27900.0,3305-007
10000.0,2621-003
10400.0,2623-017
1000.0,2623-012
2007.01,3412-133
9000.0,2311-003
5400.0,2394-045
9800.0,2394-045
4000.0,2494-023
2200.0,2594-003
5500.0,2213-004
7500.0,3480-003
7500.0,3480-007
5600.0,1621-004
5600.0,3716-003
50400.0,1401-036
7000.0,3412-133
8000.0,3683-202
24102.0,3683-202
21798.0,3683-202
19098.0,3683-204
4200.0,3683-204
49700.0,3683-204
22700.0,2494-043
1836.15,2594-003
76686.0,2494-043
18174.58,1301-004
3680.34,1301-005
6882.6,1301-006
1126.89,1301-007
14970.54,1301-012
2495.09,1301-013
16680.0,1301-014
2666.72,1301-015
35876.45,1302-005
4990.18,1302-006
34550.85,1302-007
2666.72,1302-008
22082.04,1401-003
7360.68,1401-006
17846.31,1401-007
25762.38,1401-012
3680.34,1401-015
24205.34,1401-016
22082.04,1401-021
3680.34,1401-024
11487.0,1401-025
22082.04,1401-030
3680.34,1401-031
24615.0,1401-032
22082.04,1401-037
3680.34,1401-038
6974.42,1401-039
55205.1,1401-051
33134.65,1401-053
33123.06,1401-058
3680.34,1401-059
4102.6,1401-060
25762.38,1401-065
3680.34,1401-066
3282.08,1401-067
44689.84,1401-076
7360.68,1401-077
5743.64,1401-078
7360.68,1403-003
21980.2,1403-024
15691.51,1403-026
7309.76,1403-052
4887.12,1403-054
7360.68,1403-059
16410.0,1403-061
7360.68,1403-066
6153.9,1403-068
14332.99,1499-001
3680.34,1403-073
17911.49,1404-006
1711.01,1406-004
10266.06,1406-005
14868.36,1406-006
14721.36,1410-009
10712.69,1410-010
288344.98,1499-001
15000.0,3412-047
15000.0,3412-051
14175.0,3407-005
7500.0,3407-011
14175.0,3407-005
74117.4,3902-032
140609.91,3902-032
1096.22,3902-032
6474.7,3999-001
7894.96,2494-043
339362.5,1401-071
46000.0,2010-012
24000.0,2011-005
20000.0,2011-013
11000.0,2011-021
11000.0,7001-005
51750.0,3412-063
6625.91,3683-006
6909.5,3683-012
10151.56,3683-018
4962.99,3683-024
4668.57,3683-030
2271.9,3683-138
4668.57,3683-042
4962.99,3683-048
4755.03,3683-054
3383.85,3683-060
3383.85,3683-066
3383.85,3683-072
3383.85,3683-078
4962.99,3683-084
3383.85,3683-090
4962.99,3683-096
4650.41,3683-101
5787.18,3683-105
11839.03,3683-109
1287.68,3683-113
11080.7,3683-158
3604.05,3683-171
1978.7,3683-154
5250.0,2623-012
5200.0,2623-016
11000.0,2623-007
150000.0,3305-007
67000.0,3192-015
67000.0,3192-015
16000.0,3201-004
14000.0,3201-007
14000.0,3201-015
34489.29,3410-003
34489.28,3410-003
34489.28,3410-013
34489.28,3410-005
34489.28,3410-006
34489.28,3410-007
34489.28,3410-008
34489.28,3410-018
34489.28,3410-013
5770.0,3410-003
532314.02,3902-008
31500.0,3902-008
199952.14,3902-014
16900.92,3903-011
41801.76,3903-017
5805.8,3903-023
23223.2,3903-034
15924.48,3903-035
28297.26,3903-040
59716.8,3903-041
9716.8,3903-042
8294.0,3903-046
8294.0,3903-047
8294.0,3903-048
23730.98,3903-048
5400.0,2394-045
12400.0,2494-059
12041.0,2494-039
955.0,2494-059
6180.6,2494-071
2510.13,2494-043
12420.0,2494-043
510.0,2494-071
2835.0,2494-023
1970.0,2494-071
330.0,2494-071
670.0,2494-047
1450.0,2498-003
45000.0,3412-059
4500.0,3412-133
50000.0,3412-099
6600.0,3412-133
13150.0,3407-005
6000.0,3407-011
28680.0,7050-004
203791.06,3902-032
19020.7,3902-038
6684.36,3999-001
1800.0,3632-003
5972.36,3632-003
32561.0,3632-003
1972.32,3442-025
16987.68,3442-025
172.32,3632-003
1269.52,3936-003
6259.02,3632-003
6003.1,3632-013
1538.52,3632-008
1715.17,3632-013
3274.23,3632-003
2727.8,3632-003
3267.97,3442-025
466.53,3442-029
1528.06,3629-003
1311.21,3629-004
944.53,3412-138
952.87,3683-055
1215.87,3936-004
125.78,3936-008
628.9,3936-009
180.44,3936-003
180.44,3936-004
120.29,3936-003
120.29,3936-003
48562.34,3632-003
46576.68,3632-013
11937.04,3632-008
13307.62,3632-013
25404.0,3632-003
21164.41,3632-008
25355.46,3442-025
3619.67,3442-029
11855.87,3629-003
10173.38,3629-004
7328.36,3683-053
7393.12,3683-055
9433.63,3936-004
975.89,3936-008
4879.46,3936-009
1399.96,3936-003
1399.96,3936-004
933.31,3936-003
933.31,3936-003
3135.59,3683-006
3269.79,3683-012
4804.03,3683-018
2348.64,3683-024
2209.31,3683-030
1075.13,3683-138
2209.31,3683-042
2348.64,3683-048
2250.22,3683-054
1601.34,3683-060
1601.34,3683-066
1601.34,3683-072
1601.34,3683-078
2348.64,3683-084
1601.34,3683-090
2348.64,3683-096
2200.72,3683-101
2738.67,3683-105
5602.59,3683-109
609.37,3683-113
5243.72,3683-158
1705.55,3683-171
936.38,3683-154
23066.76,3632-003
7200.0,3442-029
10598.51,3936-008
480.0,3442-029
2427.0,3632-008
7020.0,3442-029
1056.67,3683-006
1101.9,3683-012
1618.93,3683-018
791.48,3683-024
744.52,3683-030
362.31,3683-138
744.52,3683-042
791.48,3683-048
758.31,3683-054
539.64,3683-060
539.64,3683-066
539.64,3683-072
539.64,3683-078
791.48,3683-084
539.64,3683-090
791.48,3683-096
741.63,3683-101
922.91,3683-105
1888.04,3683-109
205.35,3683-113
1767.1,3683-158
574.76,3683-171
315.55,3683-154
15216.5,3632-008
1886.91,3683-006
1967.68,3683-012
2890.95,3683-018
1413.35,3683-024
1329.51,3683-030
646.99,3683-138
1329.51,3683-042
1413.35,3683-048
1354.13,3683-054
963.65,3683-060
963.65,3683-066
963.65,3683-072
963.65,3683-078
1413.35,3683-084
963.65,3683-090
1413.35,3683-096
1324.34,3683-101
1648.06,3683-105
3371.5,3683-109
366.7,3683-113
3155.54,3683-158
1026.36,3683-171
563.49,3683-154
2097.33,3632-003
960.0,3442-025
303467.0,2103-004
1165.19,2494-023
701.97,2494-023
100.0,2285-003
1212.93,2594-003
264.88,2485-003
778.8,2494-027
325.0,2494-071
65.95,2494-071
2658.71,2494-047
1822.41,2494-063
149.5,2494-063
1300.0,2494-003
1100.0,2494-003
94.75,2285-003
94.78,2285-003
97.62,2285-003
10.34,2285-003
60.01,2285-003
94.77,2285-003
94.79,2285-003
75.9,2285-003
30.65,2285-003
86.16,2285-003
77.5,2285-003
86.2,2285-003
77.51,2285-003
94.74,2285-003
103.4,2285-003
94.78,2285-003
158.99,2385-003
300.0,2494-003
450.0,2494-003
432.76,2385-003
5335.35,2494-071
628.58,2485-003
1694.83,2485-003
232.35,2494-015
222.41,2485-003
255.18,2385-003
508.26,2494-023
2176.55,2494-015
933.18,2494-015
350.0,2494-015
241.4,2494-003
126.02,2285-003
145.69,2285-003
2549.96,2485-003
1100.01,2485-003
438.57,2485-003
561.03,2494-027
1127.64,2485-003
375.0,2494-003
29.5,2285-003
24.0,2285-003
1600.0,2594-003
195.0,2594-003
870.0,2594-003
1293.1,2494-071
292.23,2494-071
346.36,2285-003
707.05,2494-071
1494.0,2494-071
1200.0,2494-071
1600.0,2494-071
1200.0,2494-071
680.0,2594-003
980.0,2594-003
155.17,2494-047
1908.28,2494-047
32.76,2485-003
113.79,2485-003
1587.84,2494-047
646.55,2494-071
475.85,2494-071
29.5,2285-003
120.0,2585-003
30.89,2285-003
90.0,2285-003
892.24,3901-049
991.38,3901-049
1859.38,3901-049
9070.41,1630-020
259.48,3901-049
1319.13,3901-049
114.83,3901-049
60.34,3901-049
2077.93,3901-049
1461.07,3901-049
9740.05,3901-038
3335.81,3901-049
25.86,2794-003
60.28,2794-003
8.62,2794-003
687.94,2794-003
25.86,2794-003
146.54,2794-003
103.45,2794-003
181.03,2794-003
370.43,2794-003
764.65,2794-003
257.76,2794-003
111.21,2794-003
343.97,2794-003
2626.73,2794-003
297.27,2794-003
603.48,2794-003
1070.88,2794-003
430.17,2794-003
150.87,2794-003
2015.0,2794-003
1515.18,2794-003
249.14,2794-003
1031.03,2794-003
408.45,2794-003
25.86,2794-003
3767.24,2794-003
1779.3,2794-003
10251.73,2794-003
334.75,2794-003
650.17,2794-003
369.83,2794-003
100.0,2494-071
720.0,2494-071
398.28,2485-003
1377.58,2311-003
54.0,2285-003
964.91,2594-003
396.55,2594-003
4432.68,2494-071
557.74,2494-071
715.41,2494-071
29.5,2285-003
20.0,2285-003
389.0,2494-071
60.34,2494-003
3164.66,2311-003
5058.62,2494-063
6524.14,2494-063
18750.0,2494-043
351.64,2385-003
1090.0,2485-003
1050.0,2485-003
2017.2,2485-003
430.17,2585-003
229.2,2485-003
1350.0,2311-003
14657.95,2494-071
300.0,2494-071
180.0,2494-015
120.0,2485-003
375.44,2494-015
1107.33,2311-003
687.6,2494-043
2034.49,2385-003
2849.7,2494-043
165.58,2594-003
1472.77,2594-003
1652.76,2585-003
865.09,2594-003
1354.03,2585-003
2021.78,2585-003
77.59,2585-003
1585.65,2585-003
812.95,2585-003
137.07,2594-003
85.72,2585-003
237.22,2585-003
189.66,2594-003
5156.0,2585-003
1396.55,2494-003
377.01,2585-003
525.0,2594-003
1015.59,2594-003
897.2,2594-003
1403.19,2585-003
1245.86,2594-003
165.0,2585-003
120.0,2585-003
548.41,2585-003
25.0,2585-003
298.28,2585-003
120.0,2585-003
265.0,2594-003
27.5,2585-003
643.81,2585-003
486.72,2585-003
369.18,2594-003
964.66,2594-003
182.76,2585-003
1312.36,2585-003
822.55,2494-003
452.95,2585-003
86.21,2585-003
86.21,2585-003
45.0,2585-003
5.0,2585-003
12.0,2585-003
82.0,2594-003
30.0,2585-003
10.0,2585-003
239.99,2585-003
10.0,2585-003
10.0,2585-003
405.0,2594-003
273.0,2594-003
350.0,2594-003
15.0,2585-003
27.0,2585-003
35.0,2585-003
392.51,2594-003
2422.74,2585-003
70.5,2585-003
271.55,2594-003
885.35,2585-003
297.8,2585-003
453.44,2594-003
1182.75,2585-003
841.2,2585-003
295.69,2594-003
1376.0,2585-003
2890.51,2594-003
1534.48,2594-003
2085.96,2594-003
8.62,2585-003
372.4,2585-003
62.0,2585-003
151.03,2594-003
132.76,2585-003
37.93,2585-003
316.2,2585-003
84.05,2594-003
235.35,2594-003
695.7,2585-003
909.49,2594-003
40.0,2585-003
86.21,2585-003
1024.7,2585-003
107.7,2585-003
1478.09,2585-003
3448.28,2585-003
85.35,2594-003
214.66,2594-003
5748.53,2594-003
3318.36,2594-003
1120.69,3901-051
38.23,1630-015
818.53,3901-051
818.53,3901-051
200.96,3901-049
2882.12,3901-049
2005.15,3901-049
4677.17,1640-009
5853.34,3901-039
1066.81,3901-051
9628.14,1620-004
168.97,3401-042
130.17,3401-042
232.75,3401-042
202.59,3401-042
1978.9,3412-138
808.72,3412-138
47.93,3401-042
1506.96,3412-138
827.59,3485-003
737.07,3401-042
192.24,3401-042
165.51,3401-042
95.69,3401-042
551.72,3401-042
1336.21,3412-138
1336.21,3412-138
1336.21,3412-138
125.0,3412-138
96.47,3485-003
148.24,3401-042
30.0,3401-042
73.9,3401-042
408.0,3401-042
30.9,3401-042
64.0,3401-042
56.0,3401-042
60.0,3401-042
35.0,3401-042
1800.0,3412-138
143.96,3401-042
82.82,3401-042
214.66,3401-042
162.07,3401-042
109.48,3401-042
192.24,3401-042
205.17,3401-042
63.1,3904-003
60.36,3904-003
1422.41,3412-138
1422.41,3412-138
1422.41,3412-138
20.69,3401-042
37.8,3904-003
148.28,3401-042
142.24,3485-003
2272.06,3412-133
2596.6400000000003,3412-133
34.49,3401-042
-344473.21,Petty Cash & Floats
510.0,7038-008
36747.9,1401-020
50393.7,1401-029
2500.0,2494-051
1130.0,2311-004
13500.0,2494-003
1000.0,2494-039
1048.96,2494-043
4500.0,3498-003
79000.0,1320-003
7500.0,3480-003
7500.0,3480-007
6400.0,1641-004
1600.0,3716-003
18900.0,3498-003
16084.03,3485-003
15000.0,3412-131
37800.0,2013-005
67000.0,1202-005
67000.0,1202-005
42000.0,1204-005
42000.0,1204-005
40000.0,2001-005
20000.0,1222-009
16000.0,2014-004
37800.0,2020-004
21000.0,1222-004
21000.0,1222-004
16000.0,2045-004
18000.0,2020-010
12400.0,2019-004
5000.0,3683-128
14000.0,2020-016
12400.0,2019-010
20000.0,2001-011
20000.0,2001-012
7000.0,2020-032
3500.0,2020-033
37500.0,2045-009
52500.0,2004-005
31500.0,2005-005
52500.0,2003-004
43750.0,2003-004
25000.0,2005-010
100000.0,2003-014
30000.0,2005-015
21666.66,1301-003
17000.0,2009-004
17000.0,2009-004
138600.0,1301-019
2800.0,2009-009
5000.0,2006-011
4167.0,2003-009
25000.0,2003-008
50000.0,2003-009
42000.0,3402-005
21000.0,3403-011
21000.0,3403-016
16000.0,3403-025
16000.0,3403-025
8500.0,3403-038
64680.0,2201-005
31500.0,2206-004
35700.0,2401-004
35700.0,2401-004
68000.0,2501-004
12500.0,2508-003
14000.0,2206-016
17850.0,2401-015
15000.0,2405-025
5000.0,2405-025
15400.0,2206-010
12600.0,2495-012
16800.0,2402-004
48000.0,2502-004
12600.0,2310-010
7000.0,2020-038
7000.0,2020-038
16800.0,2405-009
20580.0,2405-004
2940.0,2405-025
17000.0,2401-038
8500.0,2401-039
8500.0,2401-044
8500.0,2401-045
19600.0,2405-025
15000.0,2405-020
7500.0,2403-027
7500.0,2403-028
16320.0,2707-025
28000.0,2705-004
20000.0,2703-004
18000.0,2795-012
45000.0,2701-004
45000.0,2701-004
15000.0,2707-004
16000.0,2706-004
7500.0,2707-020
7500.0,2707-021
8000.0,2706-010
4500.0,2707-025
3000.0,2707-025
3000.0,2707-025
10000.0,2707-013
10000.0,2707-014
10000.0,2707-015
40000.0,1413-004
44000.0,5009-005
44000.0,5010-005
24600.0,2801-010
24000.0,2804-004
10100.0,2802-010
10300.0,2802-010
10300.0,2802-010
10300.0,2802-010
8000.0,2805-015
8000.0,2805-010
24000.0,3416-004
12000.0,3416-010
12000.0,3416-010
84000.0,3101-004
105000.0,3101-005
43000.0,3104-004
52500.0,3102-010
40000.0,3109-004
34500.0,3145-004
52000.0,3102-004
30000.0,3145-026
34500.0,3145-010
34500.0,3145-010
13000.0,3102-015
52000.0,3102-016
3583.33,3104-008
43000.0,3104-009
43000.0,3104-009
43000.0,3104-009
10750.0,3104-013
21500.0,3104-014
4375.0,3102-020
52500.0,3102-021
17250.0,3145-040
17250.0,3145-066
11500.0,3145-045
34500.0,3145-046
20000.0,3109-010
3333.0,3109-008
40000.0,3109-008
35000.0,3101-010
17499.99,3145-066
70000.0,3101-011
17500.0,3101-010
7520.0,3101-013
12000.0,3201-005
9000.0,3201-006
9000.0,3201-006
9000.0,3201-006
24000.0,3201-013
28629.6,2902-010
28625.04,2902-016
28629.6,2902-004
28629.6,3002-004
28629.6,3002-016
17622.15,3001-010
3307.35,3001-010
14314.8,3002-010
35243.38,3001-004
